id,review_id,visible,response,"I'm sorry, there is no comment provided for me to determine if it is helpful, negative, or vulgar. Please provide the comment for me to analyze."
28828,12129,1,"If you don't have a breakfast voucher, don't try the breakfast buffet out of curiosity. It's fantastic food for hotel breakfast fare, but its difficult to get your fill of about 40 western dollars of nice breakfast food without feeling like throwing it all up later...",Helpful.
28853,12141,1,Highly recommend dinner at Eveleigh on sunset ... walking distance from hotel.,helpful
28856,12142,1,"Call ahead and request the type of room you want. I booked a pool house room thinking it was a nice bright space with plenty of windows on the gardens and was given room ""13"" which is a dark lower level room with a view of a fence. When asked for another room I was told they were full and no attempt was made by management to remedy my dissatisfaction. So before you stay here make sure everything is discussed!",Helpful.
28859,12143,1,"Carry a mobile phone at night in case the ""24 hour"" reception doesn't respond to the door bell",helpful
28862,12144,1,"The rooms are 'New York' sized, so don't expect a luxurious amount of space...",helpful
28867,12146,1,"Great location, no fuss accommodation and the coffee next door is awesome.",helpful
28882,12153,1,stay in the main hotel and ask for quiet room,helpful
28885,12154,1,Have drinks and a meal in the drawing room or courtyard.,helpful
28890,12156,1,Probably go elsewhere,Negative.
28895,12158,1,dont go there,Negative.
28898,12159,1,don't go for the lowest class room go one higher as they are without any view whatsoever !,helpful
28911,12165,1,location location location,helpful
30612,13862,1,"This is very remote and not much nearby so you will be reliant on the hotel for your needs. If it's rainy season, you may get stuck there since the roads are dirt and they can flood. ",helpful
32417,15669,1,"Don't go here with the idea to have fun.
Great for lovers (small but romantic rooms) or business I mean.",Helpful.
32510,15760,0,This is an outstanding beautiful hotel.  The staff and service was outstanding.  Really loved the pool area and the privacy overall.  Truly had a great stay at the Setai.,helpful
34827,18040,1,One of the best small hotels (perhaps one of the only) in Moscow,helpful
46986,24123,1,Take advantage of the bicycles available to guests free of charge and explore the boulevard.,helpful
53345,27316,1,Stay away from this hotel,helpful
54497,27892,1,Don't go there,helpful
55674,28481,1,"Stay away unless you enjoy the sounds of bad party music booming dully from the pool, and the sight of drunken revelers lurching about.
",Negative.
58923,30109,1,It's in the middle of the street; look for the bar/restaurant's big windows,Helpful.
63754,32550,1,lovely view!,helpful
63771,32558,1,"Rooms are lit very theatrically - dim but atmospheric. The suites are generous and beautifully laid out. If there's not a lot of privacy in some of the bathrooms, the materials used are all so gorgeous it should more than compensate. The neighborhood is brimming with interesting places to eat. ",helpful
63776,32560,1,"Voir Japan Town.
",helpful
63783,32563,1,Beware of local residents concerns about the location and security. Located in the bohemia cultural neighborhood. Don't miss La Chascona and San Cristobal.,Helpful.
63788,32565,0,if you can find a same rate hotel not as far away from the stretch i would advise it. ,helpful
63815,32578,1,Be prepared for the dollhouse sized rooms.,helpful
63818,32579,0,La gente con buen gusto no debe perderselo,helpful
63829,32584,1,Book tables ahead for dinner,helpful
63834,32586,1,"Depends on room, sometimes the water front can be noisy",helpful
63837,32587,0,"the rooms are very small , location is excellent , very noisy ",Helpful.
63842,32589,1,"Si vous en avez assez de la standardisation des grandes chaînes hôtelières, choisissez le TenFace
Tous les services et le confort nécessaires dans un écrin modern'thaï à taille humaine.",helpful
63849,32592,1,stay for the rooms and the location...not the pool,helpful
63852,32593,1,book early,helpful
63857,32595,1,C'est un must si vous voulez vous reposer.,helpful
63860,32596,1,"La vue est belles mais la réputation de l'hôtel est surfaite. Ça ne me dérange pas de payer des verres ainsi qu'un souper très chers mais il faut que tout se tienne, décor, ambiance, service et qualité, une chance que la vie était prenante.  Autre chose à signaler pour mes 3 réservation où le transport était inclu dans le paiement, il aura du y avoir un lien transmit à l'hôtel car dans nous avons pas eu ce service...",Helpful.
63871,32601,1,Ear plugs.,helpful
63876,32603,0,If you need ice make sure to ask for 2 buckets of ice.,helpful
63879,32604,1,None,Helpful (as there is no comment to evaluate).
63884,32606,1,Great location.,helpful
63893,32610,1,"stay at room facing west, if you are lucky enough, you'll also find the beautiful fujiyama comes into your view.  Swimming in the heated pool in winter time is so heart warming and relaxing.  Don't miss it.",helpful
63898,32612,1,none,N/A (not applicable)
63903,32614,1,"The suites at the front of the hotel have the best of both worlds - an Ocean view as well as a view over the central pool.  Beach cruiser bike's are great to ride to Santa Monica Pier (tacky) or Venice Beach (interesting!)
Nearby Hillstone Restaurant (for excellent steaks, burgers, etc), Blue Plate Oysterette (for brilliant seafood and a great beachy vibe) or the Oceana's own Hideaway (great Italian food and pasta dishes) are all worth visiting.",Helpful.
63906,32615,1,"If you're looking for a convenient location and inexpensive hotel for just 1-2 nights, this may fit your needs. Be aware that the staff is rude and unaccommodating. I would not recommend staying here more than 1-2 nights.",Negative.
63909,32616,1,Request a high floor,Helpful.
63912,32617,1,"Don't stay in the Studio Suite rooms, while they are spacious, they are located at the back of the hotel which backs onto an alleyway.  You are woken up early each morning by the sound of dump trucks collecting garbage.",helpful
63915,32618,1,"Avoide the x05 number rooms, with x being the floor. 

Use the restauant; excellent food.",Helpful.
63922,32621,1,"King bed rooms are small but pretty. No space to hang clothing. 
",helpful
63929,32624,1,"Old town stores:
- La Duree
- Hermes store",Helpful.
63934,32626,1,demander une chambre qui donne sur la Hudson (Statue of Liberty) si vous aimez la vue,helpful
63937,32627,1,"01) food at wijaya beach was good.
02) turtle hatchery was quite fun",Helpful.
63940,32628,1,"If getting a good night's sleep without earplugs is important, don't stay in this hotel.",helpful
63945,32630,1,small rooms,helpful
63966,32640,1,Great for an easy going baby moon vacation...,helpful
63971,32642,1,"Koi, downstairs for Sushi was fabulous",helpful
63974,32643,1,"Terrific deal, go there!",helpful
63977,32644,0,"Make sure you get a room facing courtyard, otherwise it can be very noisy.",helpful
63992,32651,1,Da evitare accuratamente!,"helpful (Translation: ""To be avoided carefully!"")"
63995,32652,1,One of the best ski options in Europe,helpful
64010,32659,1,never cover the curtains; allow that you will wake up for the sunrise- on that note: you think people cant see your blatant nudity so clearly from the seemingly far distance of the street or park to your hotel room but they can.fair warning ,Vulgar.
64015,32661,1,Think about it before you stay here...really not acceptable!!!!  ,Negative.
64018,32662,1,"eat the breakfast, have a beer in the common area, buy a jar of the preserves to take home, and talk to the staff.  it's a great place ",helpful
64027,32666,1,Get a room with a view of the library & skyline. ,helpful
64040,32672,1,"take time to get to know the kids in the bar, the spa and at the front desk, the concierge, the front door staff.... they are truly wonderfully trained and beyond that... great great people... i travel the world and stay in hotels all over... the staff here really stands out!!!",helpful
64043,32673,1,They have towels and beach chairs that they're happy to loan out.  Take them the three blocks over to the beach and enjoy some sun and sand.  I've also heard about their Sunday pool party - a decent showing and fun.,helpful
